name,male_percent
nayif,100
sehide,0
nursan,0
durdiye,0
siyaset,0
zikriye,0
torun,44
marifet,0
fedayi,100
reyhane,0
sehime,0
rukkiye,0
yemen,61
veliye,0
nimetullah,100
gokan,100
nebil,100
pakizer,0
nebibe,0
hamidiye,0
sahismail,100
atife,0
arman,100
nadim,100
menci,0
guher,0
sen,37
miyesser,0
gencer,100
ijlal,0
gevher,0
gunal,63
garibe,0
secim,59
sahire,0
dindar,79
keklik,0
gaffar,100
aklime,0
saygin,95
esmeray,0
perinaz,0
aliekber,100
iklime,0
serra,0
avniye,0
aycin,0
ummuye,0
aladdin,100
zulfuye,0
vedia,0
munibe,0
namiye,0
kutlay,85
kadirye,0
bessi,0
arefe,9
yaman,100
nejmi,100
sahan,84
petek,0
isminur,0
ummugulsun,0
gursoy,100
masuk,100
sadri,100
esse,0
gulendem,0
sahize,0
nasrettin,100
serda,8
urfet,37
sevgili,0
izettin,100
hummet,100
fatik,0
aysehan,0
gumus,0
zayide,0
gulu,0
kadim,100
bengi,9
alye,0
zerif,0
mikayil,100
gulsefa,0
sekip,100
meva,0
ucler,100
serayi,0
rami,100
gulname,0
zekerya,100
gulsever,0
akgun,76
niymet,0
aybuke,0
aydanur,0
rakiye,0
rasih,100
selamettin,100
vasif,100
rafia,0
nubar,12
guldeniz,0
hacile,0
birten,0
donay,0
samim,100
bediriye,0
gulsel,0
nermiye,0
muzehher,0
gazanfer,100
mecnun,91
ertunc,100
sahizar,0
zinnur,65
bilent,100
ulfiye,0
aytug,87
fugen,0
ural,100
vahyettin,100
sekibe,0
cezayir,82
goksu,30
doruk,100
senar,67
merva,0
meftun,74
mesudiye,0
kadime,0
belkize,0
aysi,0
elmast,0
seyde,0
hurmus,0
rabiya,0
serefettin,100
vetha,0
munuse,0
nejmettin,100
gulnar,0
bessey,0
zehide,0
hazar,50
halimi,0
beytiye,0
remazan,100
mevlit,100
sevcihan,0
sulhiye,0
mulazim,100
imis,0
nejmiye,0
hekim,100
ensari,100
nokta,0
aynizeliha,0
unver,91
azem,100
yasir,100
hurinaz,0
orhun,100
kazi,36
sebahittin,100
ezine,0
sevgican,0
heves,9
secgul,0
mahizer,0
gulgez,0
feryat,49
zennur,10
ilksen,6
bayramali,100
halisa,0
yurdakul,61
maya,0
zenure,0
mizgin,15
vehibe,0
hazine,0
canser,16
sazime,0
salahaddin,100
oyku,6
cemre,23
neside,0
munife,0
tennur,0
baykal,100
turcan,41
rebiye,0
mukrime,0
deste,0
ubeyit,100
cerkez,90
halaf,100
seyhun,76
nardane,0
nadile,0
abdulvehap,100
hursut,100
bingol,12
berguzar,0
gurgin,100
ertac,100
sahika,0
seyyide,0
belkisa,0
durgut,100
recebiye,0
naz,0
sahar,0
hafise,0
havize,0
nirgul,0
kurtca,100
iskan,100
emra,40
zeytin,0
senal,37
nayim,100
seadet,0
sabahaddin,100
alettin,100
birhan,67
semsinur,0
cansever,23
salli,0
serin,20
ege,64
hamail,0
mahigul,0
ismayil,100
sebahaddin,100
cemaliye,0
seden,0
sediye,0
apdullah,100
erkal,100
erturk,100
muhubbet,0
rojda,0
onal,100
ilgin,29
gulafer,0
gulcun,0
yurda,0
sever,39
gultan,0
derman,31
tayip,100
koceri,0
fecri,91
huda,25
sebihe,0
guvenc,100
yenal,100
gussun,0
kevi,0
hafife,0
birdal,59
abdurrazak,100
ertekin,100
dursen,0
dila,0
zeydin,100
izzeddin,100
dilsad,0
gulfizar,0
sueda,0
gulyeter,0
elanur,0
necife,0
aybike,0
sukur,89
ilyaz,100
sumru,0
senayi,87
dilsat,0
mehti,100
mujgen,0
hasiye,0
nevcihan,0
ragibe,0
meftune,0
goker,100
hifzi,100
narinc,0
kiyas,100
suzen,0
ozlen,8
gulce,0
ayseli,0
ugurcan,100
enbiye,0
gulveren,0
selam,100
seyfittin,100
ataman,100
dilsa,0
ikramiye,0
bertan,100
rakip,100
nazlihan,0
huriser,0
sahver,0
ayetullah,100
sahinur,0
velit,100
vadha,0
furuzan,8
atra,0
firuzan,7
yaver,100
allahverdi,100
nezehat,0
munteha,0
yagiz,100
zakine,0
zelha,0
gulabi,100
mahperi,0
gulsiye,0
resime,0
munip,100
belgizar,0
hudaver,74
muhtesem,62
ayseana,0
ordek,0
bostan,52
merzuka,0
ferdag,10
behram,100
fasih,100
endam,0
safya,0
huma,0
kaplan,100
cebbar,100
serefnaz,0
zumriye,0
behire,0
selehattin,100
basra,0
asliye,0
behic,100
letife,0
durhasan,100
caize,0
susam,0
emet,0
necim,100
anse,0
sahime,0
yudum,0
fatme,0
ozgu,23
mihrinaz,0
sefine,0
immi,0
berker,100
atik,100
piruze,0
bilen,79
havise,0
suleyha,0
ciydem,0
emise,0
ferya,0
turna,0
elvin,0
rafi,100
capan,100
sahhanim,0
baba,100
noman,100
fener,0
tanzer,85
sevli,0
fendiye,0
gussum,0
birdane,0
tumer,100
semsey,0
mucahide,0
zumbul,0
fetih,100
nursah,8
samire,0
kanime,0
karip,100
kaymak,0
sakibe,0
sehmuz,100
aysana,0
ilkan,88
muhamet,100
eylul,0
bilgihan,43
menemse,0
abdulhekim,100
ruchan,57
arziye,0
soylemez,0
habes,100
sencer,100
gulum,7
nazende,0
abdulla,100
rayif,100
kazime,0
mavi,0
tercan,56
seringul,0
tan,100
feden,0
doga,65
atay,100
oytun,90
soydan,91
meryemana,0
meryam,0
lebibe,0
seriye,0
mefkure,0
sidar,51
zubide,0
ates,100
husni,85
tukez,0
maria,0
zeyneti,0
mevliye,0
haktan,100
sancar,100
rehime,0
yaser,90
semsa,0
ramiye,0
erengul,0
sarigul,0
fariz,100
senai,100
vezire,0
defne,0
tutku,36
bedran,100
vahibe,0
taceddin,100
veysiye,0
munevvere,0
binefs,0
sima,0
necmittin,100
seven,26
akay,100
servinaz,0
ertug,100
firuze,0
mihdi,100
saver,0
nasiye,0
muazez,0
karabey,100
nurkan,44
emek,36
surethan,0
mugdat,100
dogu,100
heva,0
serafet,74
sehar,0
kartal,100
ozmen,87
semran,0
lutfuye,0
sengun,13
mersiye,0
hanimzer,0
esvet,50
acelya,0
kelime,0
alis,49
hazne,0
manolya,0
sezgi,16
abdussamet,100
hazni,56
cangul,0
birtan,76
serbulent,100
ferahnaz,0
ayper,0
husnugul,0
sade,0
evsen,0
husameddin,100
mecide,0
hamra,0
ruhigul,0
alibey,100
elvida,0
goher,0
esmahan,0
gulper,0
ferzan,34
aggul,0
erim,100
kubar,0
huruye,0
mefharet,0
nazen,0
demirhan,77
sevginar,0
seliha,0
anahanim,0
nafile,0
sahine,0
maside,0
safire,0
rindi,0
hanime,0
sihmehmet,100
bayazit,100
memihan,0
hasari,100
ilayda,0
sefure,0
selattin,100
elfida,0
gulbeden,0
mehrican,0
urfan,100
gulsevin,0
alaiddin,100
basaran,100
berra,0
serefnur,0
hikmiye,0
nezafet,0
fermude,0
zade,8
ferziye,0
guclu,100
balli,0
gulcehre,0
saip,100
ruhsar,0
cavat,100
azimet,79
revasiye,0
abdurrazzak,100
asef,100
onay,66
lemiye,0
katip,100
beratiye,0
diyadin,100
sedriye,0
zihniye,0
ulgen,25
mekin,100
asire,0
regaip,64
salice,0
vahittin,100
iran,0
hacikadin,0
alahattin,100
seferiye,0
summani,100
fecire,0
hevi,0
hafiye,0
kabil,100
eset,100
efrail,100
sahra,0
talet,100
ayberk,100
simay,0
camal,100
kutsal,83
elena,0
nizameddin,100
nevrez,27
gursun,0
nursal,27
zuriye,0
sevgil,0
nasuf,100
mutia,0
minevver,0
olga,0
cansin,48
cumaziye,0
destegul,0
sabihe,0
nevzet,100
seriban,0
cimsit,100
gunhan,80
denizhan,89
lamiye,0
nisbet,0
bereket,89
kimet,0
nilhan,0
gulserin,0
mahsuni,100
beycan,71
tolgay,100
comert,100
fadli,100
uveys,14
secgin,61
kumriye,0
ashan,0
serafeddin,100
gokcan,53
gulali,100
mune,0
durmusali,100
zeynap,0
gulsima,0
cezair,83
nurkadin,0
cindi,100
muhuttin,100
abdulnasir,100
afiyet,0
sabettin,100
bediye,0
zineti,0
serbay,100
nevres,41
havagul,0
efsun,0
nusrat,100
baise,0
enbiya,80
akil,100
yasagul,0
nurtan,0
mari,0
mukail,100
nevil,0
atil,100
arkin,100
cemaleddin,100
fidda,0
sitkiye,0
feriye,0
musamettin,100
aras,100
almast,0
feriste,0
cavus,100
nizami,100
ceyran,0
sureya,0
rufat,100
cazibe,0
yurdal,100
saile,0
besne,0
samih,100
rasul,100
semi,77
deger,55
ogur,100
hacca,0
terfe,0
havahan,0
atifet,0
gulenay,0
safura,0
lalizer,0
gevi,0
nursin,14
gulfe,0
hatin,0
naksiye,0
nasit,100
sosun,0
cemanur,0
bilmez,0
gulsevil,0
elem,0
semet,100
mustak,100
sihmus,100
nadiriye,0
abdulrahim,100
semia,0
gencaga,100
hormet,0
haskiz,0
atnan,100
sali,100
nebihat,0
nesegul,0
istek,10
mihrac,66
aybars,100
benal,21
kudbettin,100
selbinaz,0
hakverdi,100
besrayi,0
haliye,0
cafiye,0
azat,100
sumerya,0
zaim,100
abdulbasit,100
talihe,0
ferzimelek,0
muslu,100
veciha,0
cilli,0
sarp,100
verdi,14
mebruke,0
sarper,100
sahip,100
gunel,15
meliksah,100
mevlana,85
mucahid,100
aytun,63
ani,0
ummi,0
ozdal,89
gevez,0
necime,0
farac,100
efdal,89
kivilcim,21
zeri,0
selfet,42
embiya,81
noyan,100
vediha,0
nacide,0
durhanim,0
verda,0
zennup,0
mertcan,100
seyhdavut,100
minever,0
gulnazik,0
sevdin,100
vatan,76
fevkiye,0
muhubet,0
subhan,16
zelife,0
behsat,100
sohbet,0
burc,100
abdulmelik,100
aliihsan,100
melika,0
nemide,0
beyti,100
meyase,0
nefide,0
huzeyfe,100
rabiha,0
andac,82
veda,0
tevfika,0
cile,0
mahiseker,0
cezminur,0
idi,0
guldal,0
azer,36
meserret,0
sebiye,0
gursen,0
receb,100
agca,14
yonis,100
tosun,100
gulsev,0
sadike,0
atacan,100
binevs,0
sevgiye,0
bayramiye,0
nazengul,0
gulus,0
bezar,0
maynur,0
erinc,78
teyyar,100
iftar,0
tefide,0
sittik,84
yurdaer,100
havane,0
dursade,0
haskar,0
mecburiye,0
feyaz,100
berhan,81
ferha,0
barika,0
gulcimen,0
nevaf,100
tunca,83
didare,0
durgul,0
bilhan,49
gokturk,100
mubin,73
gulacti,0
ulya,0
gulfiraz,0
vuslat,0
menife,0
afsin,100
rebia,0
esef,100
diren,35
nurseven,0
fasla,0
faki,100
ziyaddin,100
sera,0
umriye,0
biray,23
genco,100
kayahan,100
mamo,100
lerzan,0
mervan,100
ritvan,100
henife,0
ertas,100
gulyaz,0
kemaliye,0
mazlume,0
cevzet,100
bahtinur,0
fulden,0
kalbiye,0
erten,72
helin,0
nesife,0
mamure,0
bali,100
cosgun,100
sennaz,0
letif,100
sahir,100
hulkiye,0
canberk,100
sebati,100
valide,0
feysel,100
feyruze,0
firdos,0
safigul,0
sura,0
ruhsen,18
gulfikar,0
gulsem,0
latifa,0
sevi,0
fatimi,0
aysem,0
helim,100
yemlihan,86
edeviye,0
lami,100
perizat,0
venhar,0
orbay,100
sahmettin,100
rukuye,0
berfin,0
ozenc,59
mesture,0
nurbanu,0
tastan,85
zero,0
eralp,100
settar,100
belkise,0
sururi,100
munadiye,0
linda,0
sahnur,0
taygun,100
pembegul,0
adike,0
nezihi,100
hifzullah,100
bedih,100
abdulhaluk,100
turken,0
kara,100
gulfen,0
arzum,0
raz,0
gulbey,100
gulaga,100
danyal,100
semin,14
nuriddin,100
ferik,50
serpin,0
murathan,100
talih,86
zeynur,11
hudeyda,100
gulahmet,100
belkiza,0
aytunc,100
nurol,74
ratibe,0
kamiran,45
hicri,100
sittiye,0
sukufe,0
terlan,0
savci,100
zelfi,0
imral,24
demirali,100
hansi,0
mina,0
neslisah,0
gulluhan,0
revzete,0
seylan,15
sedanur,0
nuzhet,48
gurci,0
mergul,0
kimya,0
gulinaz,0
hacikiz,0
sabahittin,100
gulpinar,0
zumeyran,0
hicaziye,0
payam,0
altinay,23
abdurahim,100
celik,100
muyeser,0
acar,79
famile,0
mihrali,100
hamo,100
zeyneddin,100
gulfinaz,0
nurtekin,87
nuren,0
abdilkadir,100
vejdi,100
seynur,0
menfiye,0
ferdiye,0
fikrettin,100
hacibey,100
rahma,0
zahid,100
yasime,0
mutalip,100
nafis,100
berfi,0
elmaz,14
aytek,100
askim,26
redife,0
vasviye,0
diyap,100
birsan,0
delle,0
seyhat,13
sukri,100
semdin,100
sino,100
merziye,0
fatin,100
nafiya,0
sefanur,0
cemaynur,0
gulsema,0
yadin,100
makul,0
afra,0
gulufer,0
serbet,0
muhube,0
berati,100
gulcay,0
meleksah,0
anna,0
mehriye,0
afitap,0
nazhanim,0
gulenaz,0
zale,0
mediye,0
keles,100
balkiz,0
asife,0
ilhame,0
abdurrehim,100
saire,0
aksel,53
alya,0
mennan,100
iksan,100
boran,100
hanzade,0
sayan,0
azad,100
mubeyyen,0
nevide,0
sammas,100
seyrani,73
ihsane,0
taybe,0
sina,81
muskinaz,0
bedii,100
meryema,0
nursefa,0
salahittin,100
servi,0
fattum,0
zemzeme,0
suheyl,100
rahmetullah,100
hadime,0
minnet,13
mubarek,76
diba,0
miran,18
leylan,0
gullusan,0
lazgin,100
nazente,0
nerime,0
silan,0
yafes,100
hazret,73
tural,100
meyram,0
fatey,0
tezer,57
emos,0
avsar,81
abdulgaffar,100
immehan,0
sebihat,0
edhem,100
secaattin,100
nehire,0
bayar,100
zefure,0
nazgul,0
muhyeddin,100
atika,0
benay,0
zikrullah,100
firdevis,0
beyler,100
edaviye,0
neytullah,100
gulver,0
selale,0
sadin,100
maile,0
zerge,0
firaz,15
akise,0
nezete,0
sevilcan,0
derdiye,0
yakut,21
doganay,73
mehdin,100
canpasa,0
molla,62
halife,78
abdulalim,100
gulyasar,0
hacce,0
muhabet,0
hangul,0
alay,100
kezik,0
ziyneti,0
ebedin,100
ismiye,0
feyzan,0
zati,100
adule,0
serhad,100
bedirye,0
gulferi,0
gundogan,100
hatuncuk,0
senihe,0
ayinzeliha,0
gevriye,39
guladiye,0
mehmetemin,100
sahander,0
ulfer,0
halid,100
iftadiye,0
naringul,0
bahtiye,0
demirel,100
nesihat,0
miskal,0
tarhan,100
amil,100
ester,0
hacim,100
sidret,0
emanet,38
hacihanim,0
aygen,18
fedakar,73
aynimah,0
hatayi,0
evliya,87
asu,0
ozler,37
oben,68
hatay,59
bilgiye,0
suavi,100
faike,0
amir,100
itir,0
sertif,100
kadun,0
nursema,0
ferdun,100
nurayet,0
sebehat,0
bani,0
vatfa,0
durriye,0
fahir,100
bade,0
zait,100
bilor,0
sercin,13
cumhuriyet,19
fahire,0
hedibe,0
inciser,0
seyyit,100
azzet,0
sehristan,0
mahfuze,0
bedreddin,100
enez,100
besrai,0
fevzullah,100
sayme,0
perize,0
eshat,100
mafiye,0
kinyas,100
tunga,100
ferizan,0
bolat,100
hamet,100
tenzire,0
hikmetullah,100
seyri,0
eshabil,100
rayife,0
tubay,0
hasi,0
sihem,0
abdulcabbar,100
hamid,100
vahip,100
emmun,0
mebrule,0
raile,0
semistan,100
karaca,100
ferzi,38
tankut,100
ferid,100
lulufer,0
seha,32
ferrah,0
emran,48
atilay,100
ummani,0
hayirli,0
vahdi,100
gulan,0
zeren,0
minteha,0
erdener,100
sehabettin,100
nesil,24
garipsah,0
beytul,40
bahise,0
nihari,0
sabih,100
nahsen,100
feremez,100
kamal,100
canturk,100
imos,0
baykan,100
limon,0
hamsi,0
gulseri,0
cenker,100
barkin,100
susen,0
ayno,0
leymun,0
firyaz,0
mesud,100
omerul,100
aysema,0
fergul,0
hatike,0
parlak,0
gundogdu,82
afide,0
tacittin,100
mucize,0
ilimdar,100
destan,58
gulusum,0
bugrahan,100
gulusen,0
mail,100
urhan,100
kemile,0
kahriman,100
havle,0
mahmud,100
nefika,0
semam,0
milazim,100
vecihi,100
mezher,100
hazan,0
duray,56
durri,0
candas,100
nursemin,0
durana,0
selhattin,100
muzaffere,0
gokcek,0
asalet,24
vakif,100
sadakat,0
selaattin,100
sihmuslum,100
zilfinaz,0
taci,100
basriye,0
cuneyd,100
burhaneddin,100
cazim,100
methi,100
zumral,0
gulsin,0
abdussemet,100
beysim,100
sedika,0
gazale,0
feyhan,0
mehrali,100
ozbey,100
hudayet,69
kilic,100
eflatun,100
saziment,0
sariban,0
cosar,100
merdane,0
selahatdin,100
fayika,0
goksun,35
hadise,0
ilay,0
burkay,100
karakas,0
haciali,100
bulend,100
sernaz,0
mahmuriye,0
ummusen,0
haris,100
sivi,0
rizkiye,0
besti,0
melihan,0
ilve,0
ziyade,0
ilkgul,0
mevlidiye,0
hemi,0
cagil,44
seyitali,100
tibet,84
lacin,55
ebuzer,100
dolunay,19
lisan,70
hayrittin,100
kania,0
musab,100
nejdat,100
kutbeddin,100
nurel,0
muhdiye,0
havvanur,0
liman,28
samile,0
abdulcebar,100
kaside,0
farika,0
nehide,0
zubeyit,100
niyaz,66
afiye,0
nurhak,59
efrayim,100
semaha,0
nevziye,0
dilruba,0
agabey,100
mukades,0
hayrunisa,0
yurdan,0
ubeyt,100
silva,0
gaffari,100
feryaz,0
ramise,0
libas,0
samettin,100
canay,27
rumi,100
koroglu,100
orkide,0
nikar,0
billor,0
cevale,0
nayile,0
iklima,0
zumra,0
senan,66
bozkurt,100
verde,0
nasihat,0
sehem,0
asif,100
fahrittin,100
ruhat,37
nasih,100
tutiye,0
durdunaz,0
sisi,0
roza,0
nevcivan,17
omurlu,47
guneri,86
neslehan,0
hatiyce,0
ayfel,0
adelet,0
atahan,100
nuvit,62
arabi,22
hafure,0
nayil,100
berfu,0
nayle,0
revsan,0
apti,100
mavise,0
harbinaz,0
susenber,0
gonen,53
sefaat,16
ziyaeddin,100
kurbani,100
gulenber,0
hakiye,0
argun,100
binguzel,0
tarfa,0
zunbul,0
bubo,100
rahmet,24
lema,0
asure,0
zulfunaz,0
yoldas,100
hamsa,0
erkam,100
kaptan,100
semihat,0
nurden,0
tukezban,0
kocali,100
mashar,100
sadeddin,100
ilvan,36
teymur,100
pullu,0
hazbiye,0
taki,100
saki,100
subhi,100
nazlim,75
sanver,100
mukaddis,0
adla,0
muside,0
cansen,0
hazniye,0
mustecep,100
seyla,0
sevdanur,0
nutfiye,0
menaf,100
muti,100
hafi,20
bizar,0
husem,100
serengul,0
raciye,0
suade,0
zurbiye,0
agop,100
sebahettin,100
okyay,100
olgu,54
gulaydin,16
hatiye,0
merter,100
goksin,46
guleren,0
vacip,100
zaliha,0
seve,0
nusreddin,100
tevhit,100
binnas,0
turay,83
vesim,100
tacdin,100
namet,100
yesil,31
erdeniz,100
necdat,100
keji,0
yegane,0
munufe,0
inal,84
sayma,0
ozbay,100
tahirhan,100
fayat,100
edanur,0
sahriye,0
diyar,69
san,82
nahsan,100
velat,100
alptug,100
feyime,0
durdaniye,0
zeydan,100
nazo,0
setenay,0
ozbek,100
cercis,100
raviye,0
ferayi,0
sefai,86
benazir,0
seydos,100
sunkar,0
tacim,100
herdemcan,0
medihe,0
rufet,100
kemali,60
barboros,100
uner,82
mekke,0
mircan,0
selaha,0
oylum,0
duru,15
hikmete,0
sekvan,100
hidaye,0
hulfa,0
mavili,0
cemail,100
samir,100
bilnaz,0
ovunc,86
ciseli,0
narhanim,0
koncagul,0
bayhan,65
narime,0
bican,100
mukerreme,0
fahrunnisa,0
musfika,0
sebattin,100
ugras,100
havvaana,0
nurbay,100
temir,100
rime,0
guzun,0
muaz,100
aydagul,0
sahiste,0
dilfuruz,0
azmiye,0
pero,0
sehure,0
ernur,55
dinar,29
ellez,100
nuretdin,100
piril,0
firkat,0
meleke,0
seyid,100
ummusun,0
zulfe,0
suayp,100
misri,0
metiye,0
semihe,0
babur,100
aydeniz,34
azamet,51
genc,100
sekirnaz,0
simizar,0
ergulu,100
sarayi,0
fazila,0
musebbiye,0
immahan,0
sebaha,0
kuduret,25
oncu,81
yuce,84
refet,100
ebu,100
beraat,39
sayibe,0
seyitahmet,100
meris,0
aysim,0
hannan,100
elbeyi,100
meymune,0
azra,0
durhan,100
subhiye,0
hayret,19
erturul,100
selay,0
maryam,0
zariye,0
siti,0
nurguzel,0
geylani,100
dursel,0
amber,0
sonat,79
saheste,0
naziker,0
meliye,0
yolcu,100
hanif,70
zuriyet,0
gezal,0
cagin,83
nadriye,0
renan,43
suvat,100
alihaydar,100
zeyno,0
melaha,0
kutluhan,100
susin,0
sude,0
necatin,100
nurali,100
abdulfettah,100
celali,100
nevzer,0
edalet,0
faide,0
tekgul,0
karakiz,0
kirkor,100
irina,0
hacar,0
nesiha,0
eyuphan,100
sayide,0
tarife,0
nurseren,0
urfiye,0
ceylani,100
maral,0
sine,0
gilman,0
kitan,0
olkan,100
merhaba,0
suzi,67
zekavet,0
zela,0
afif,100
rifa,0
zeynet,15
siyar,100
selvin,0
oztekin,100
rufiye,0
hasem,100
rahme,0
guldenur,0
renginar,0
mevra,0
besile,0
nazar,56
ersal,100
esman,59
munzur,100
kibriya,0
fikran,0
batur,100
suham,0
nazegul,0
usame,100
veciye,0
eyyub,100
hasanali,100
lilifer,0
donsel,0
onat,100
emral,39
janet,0
kevkep,0
ruhsan,0
musade,0
zennube,0
berfo,0
eymen,64
suslu,0
fakiye,0
natalia,0
halidun,100
fatimana,0
mirem,0
barlas,100
permin,0
sefket,100
lalizar,0
guloren,0
sulhettin,100
kabire,0
sedakat,0
safvet,63
kubulay,100
safer,54
samira,0
cahfer,100
gozi,0
huner,27
hariye,0
hasanhuseyin,100
behrem,100
zuheyla,0
sevile,0
orkan,100
diyaddin,100
vecih,100
semray,0
nimeti,0
utkan,100
saize,0
samiha,0
abdulrezzak,100
selahiddin,100
ruhane,0
nazligul,0
mucessem,0
servin,0
verdek,0
gulzar,0
atilgan,100
necile,0
saner,100
havvali,0
ertem,100
nesrullah,100
gun,57
badem,0
berkin,100
fidase,0
necaattin,100
saltuk,100
sanli,100
suleybe,0
ecmel,38
lemi,100
mazez,0
sehribani,0
semral,0
gurciye,0
saruhan,100
yalin,100
sehergul,0
ozde,0
suhbet,0
hazer,33
gulendan,0
zilha,0
meki,100
durdali,100
muvaffak,100
rasiye,0
meryeme,0
sevan,78
gulbani,0
gulfide,0
ercihan,100
suheyda,0
mehmetcan,100
fayime,0
revsi,0
surme,0
israil,100
sevginaz,0
ozben,26
seral,21
esabil,100
zedef,0
mukime,0
safia,0
suheyle,0
serfiraz,0
kamran,69
muhacir,100
bengisu,0
suveyda,0
dildar,0
guldemet,0
irfaniye,0
saygi,55
cilek,0
oncel,70
risalet,20
hacir,0
sertip,100
nadya,0
zine,0
begi,0
uzay,75
behtiye,0
nasra,0
beyan,0
filis,0
guniz,0
sazi,84
adeli,0
sabha,0
temer,100
serkant,100
hatce,0
selfiraz,0
safter,100
bey,100
svetlana,0
cankat,100
hatira,0
sahavet,0
dilfiraz,0
hurol,100
dursuniye,0
talin,0
zuleyhan,0
bilginur,0
sevime,0
mirsevdin,100
sevdagul,0
ulbiye,0
hakibar,0
sulhaddin,100
kibare,0
daimi,100
simla,0
binay,17
letafet,0
anber,0
ozgecan,0
seminur,0
tuce,0
antike,0
uygur,100
sahender,0
candemir,100
peyman,0
elfesiya,48
tevriz,0
cihangul,0
aysefatma,0
selahi,100
sitem,0
durkiz,0
resmi,55
fedli,100
batu,100
azbiye,0
ince,22
mevlud,100
alamettin,100
nesra,0
ummehani,0
hekmet,69
atinc,100
gulkadin,0
muzeher,0
suniye,0
heybetullah,100
mukader,0
sefkat,0
hamis,100
munube,0
nilda,0
sosin,0
hiyasettin,100
gulsime,0
fato,0
ekim,63
gulfatma,0
ferahi,0
sevginur,0
donduye,0
beybun,0
arafa,76
gunser,0
rivayet,0
raime,0
refike,0
uygun,83
tolunay,47
muharem,100
puruze,0
lefika,0
mesrur,100
hakkan,100
meyrema,0
mehrinaz,0
adlan,100
baycan,100
hadre,0
ogulcan,100
rebiha,0
hezar,0
enser,100
zerbap,0
harbi,100
afer,100
belkizar,0
nufel,82
seran,17
levend,100
cagan,100
dilif,0
zebide,0
hicriye,0
nesmiye,0
zubeyt,100
artin,100
zaman,73
marife,0
bilcan,0
hizni,63
nebehat,0
firuz,77
ida,0
muslimat,0
ayet,82
abdulmenav,100
humayun,0
reyyan,0
sevkinaz,0
tamay,37
inzile,0
pehlivan,100
dilbar,0
zelkif,100
kafur,100
uzeyme,0
nevreste,0
mevlane,57
imahan,0
kutfettin,100
poyraz,100
divan,0
simsek,100
daghan,100
ahmetali,100
aliyar,100
mehibe,0
tatiana,0
yagup,100
semihan,0
sertap,0
aliasker,100
saffettin,100
meyse,0
hedi,0
musemma,0
aktan,100
safinur,0
zulali,68
seymen,100
heval,32
ziyettin,100
zulkar,100
nurper,0
canset,0
mubahat,0
hatica,0
hubriye,0
esiye,0
lemia,0
ferice,0
siham,0
resadiye,0
cudi,100
gokberk,100
halenur,0
taciser,0
gulgule,0
niger,0
goknil,0
zubeyr,100
anife,0
selima,0
muride,0
sahbettin,100
hedla,0
bahaeddin,100
zehre,0
erdan,100
zufer,100
tamara,0
abid,100
hinar,0
vakas,100
velittin,100
habibullah,100
gullunaz,0
umay,0
zekariya,100
maver,0
yakub,100
gulkan,28
firdevsi,0
narguzel,0
ferdan,31
vacit,100
sonya,0
faziye,0
sirini,0
ozum,0
razi,100
veziri,0
asligul,0
delil,100
beliz,0
sezcan,37
eyub,100
gurgun,100
hurma,0
abiddin,100
yasam,37
olgay,100
nasiha,0
leylifer,0
aymelek,0
vehap,100
ismete,0
korcan,100
agavni,0
birce,0
terfa,0
tugberk,100
gulise,0
sahamettin,100
husret,100
mutullah,100
sahriban,0
minciye,0
gulunaz,0
hafit,100
abdulrezak,100
ay,25
erdil,100
turcihan,0
danis,100
cayan,100
sebla,0
ilbeyi,100
marziya,0
almas,0
zemzema,0
dursunhatun,0
irfani,100
serfe,0
efil,0
haco,65
munasip,18
ganiye,0
atlas,0
atile,77
gulder,0
sahiye,0
tekmil,0
alipasa,100
alisen,100
afire,0
hukmiye,0
zezi,0
bener,100
adnen,100
kifaye,0
mucip,100
ahat,100
rusdu,100
elmaziye,0
umugulsum,0
rifkiye,0
zeynalabidin,100
suad,47
ziyaattin,100
feyim,100
hashatun,0
feyyat,100
ziyafettin,100
sayima,0
melahet,0
finci,0
savki,100
sual,0
sabahettin,100
salatin,0
sihli,100
zulale,0
serat,100
emisen,0
nabahat,0
ecvet,100
bogac,100
galibe,0
kurt,100
gullusah,0
suret,0
ceyla,0
berlin,0
beyzade,61
idriz,100
papatya,0
sukrullah,100
ruhinaz,0
samittin,100
hesibe,0
delali,0
esna,0
emirzade,0
hemide,0
beyda,0
hayder,100
seyro,0
ayperi,0
rindiye,0
ayce,0
hasna,0
bige,0
mahfuza,0
garbi,100
subiye,0
umusun,0
ovgu,0
karin,0
atabey,100
soykan,100
siber,0
asik,100
gulerman,0
selmani,100
memili,100
muazzes,0
sehavet,0
mahizar,0
lemye,0
sevide,0
peyami,100
velime,0
layika,0
sudi,100
aysena,0
peruza,0
semiya,0
umuhan,0
nesligul,0
sehzade,0
elifhan,0
yasanur,31
beyzat,100
fikrinaz,0
durbaba,100
nasife,0
fetiha,0
sadime,0
gultac,0
ifet,0
zuhdu,100
piroz,0
mistik,100
behra,0
gulebe,0
sezan,0
esranur,0
satife,0
kizyeter,0
feruz,64
dilem,0
nezif,100
gulun,0
imge,0
hamdusena,100
perran,0
suayyip,100
kizhanim,0
faiz,100
zeynullah,100
suhendan,0
sezar,100
siddi,0
penbegul,0
esad,100
elma,0
hassi,0
abtullah,100
neslin,0
sehra,0
tefarik,0
derdi,0
nayme,0
gurur,80
gulseli,0
elfiye,0
